login_hour,session_duration,failed_logins,pages_visited,data_transferred,label
9,40,1,2,413,0
18,94,1,12,255,0
13,66,1,15,390,0
18,22,1,3,310,0
15,114,0,30,115,0
11,36,1,5,168,0
15,58,0,18,343,0
12,5,0,26,98,0
17,27,1,18,233,0
9,117,0,29,59,0
10,10,0,24,359,0
13,88,0,25,414,0
13,74,0,12,293,0
10,47,1,27,450,0
12,40,1,4,23,0
9,13,0,7,443,0
11,66,1,12,59,0
12,43,0,9,64,0
14,36,0,7,288,0
13,83,1,11,34,0
13,90,0,6,204,0
12,105,1,12,205,0
10,74,0,20,329,0
11,51,0,28,468,0
14,78,1,26,49,0
16,68,1,2,191,0
14,57,1,23,492,0
11,23,1,26,146,0
16,22,1,26,134,0
9,89,1,17,14,0
10,65,0,20,375,0
12,62,0,21,125,0
12,66,0,11,280,0
8,107,1,27,50,0
14,104,1,25,282,0
13,46,1,30,210,0
9,81,1,5,367,0
8,12,1,9,368,0
15,44,0,3,431,0
18,70,0,20,112,0
14,25,1,21,345,0
18,93,1,4,49,0
10,96,0,5,21,0
9,13,0,8,417,0
18,8,0,16,233,0
9,19,1,2,306,0
17,35,1,19,345,0
15,97,1,9,266,0
9,54,1,9,195,0
17,41,0,15,449,0
8,12,0,24,170,0
17,57,1,30,215,0
9,90,0,13,311,0
16,105,1,17,187,0
9,21,0,29,71,0
12,111,1,19,381,0
18,8,1,17,160,0
17,52,1,20,338,0
13,40,0,30,350,0
14,110,0,9,424,0
12,90,1,30,235,0
14,17,0,9,152,0
18,18,0,22,272,0
9,78,1,8,361,0
9,82,0,6,281,0
16,58,0,27,182,0
14,104,0,25,342,0
18,61,0,4,415,0
13,69,0,6,177,0
10,74,0,19,247,0
13,8,1,30,155,0
14,115,1,6,350,0
16,107,0,23,192,0
12,72,0,1,240,0
14,60,0,27,144,0
8,81,1,5,91,0
14,110,1,20,43,0
14,46,1,5,83,0
15,21,0,26,493,0
13,88,1,11,357,0
15,112,1,8,113,0
16,45,1,1,33,0
11,109,1,16,16,0
10,102,0,30,358,0
17,31,0,24,310,0
17,119,0,25,355,0
17,73,1,3,479,0
18,60,1,5,441,0
11,24,0,22,405,0
8,38,0,12,120,0
12,38,1,24,368,0
8,36,1,30,173,0
18,110,1,3,457,0
16,51,0,16,452,0
17,84,0,5,59,0
13,116,0,29,316,0
9,52,0,28,350,0
11,57,0,12,206,0
17,47,0,21,446,0
12,89,0,28,193,0
11,29,0,9,85,0
8,36,1,27,358,0
14,68,0,21,75,0
16,57,0,13,322,0
10,109,1,25,458,0
11,90,0,26,449,0
12,79,1,10,457,0
10,40,1,24,297,0
14,19,1,22,229,0
16,17,0,17,204,0
8,65,0,11,417,0
14,8,1,6,216,0
13,66,1,23,406,0
18,19,0,27,492,0
10,17,0,16,78,0
8,15,1,9,125,0
8,44,1,3,23,0
16,29,1,17,447,0
18,34,1,18,21,0
15,51,1,21,401,0
14,49,0,26,442,0
13,59,0,9,243,0
14,111,1,30,341,0
10,20,0,17,189,0
17,22,0,24,163,0
13,106,0,27,393,0
13,26,0,28,450,0
14,72,0,13,457,0
18,33,1,7,122,0
8,11,0,11,134,0
16,16,0,1,189,0
12,34,1,13,310,0
16,61,1,1,194,0
12,110,0,15,85,0
13,46,1,11,303,0
18,107,0,10,267,0
12,53,0,27,473,0
8,36,1,24,469,0
10,44,1,13,387,0
12,20,0,12,136,0
18,93,0,5,119,0
14,30,1,9,306,0
14,106,1,20,113,0
15,54,1,7,72,0
9,59,1,28,43,0
10,82,0,29,20,0
12,90,0,21,232,0
12,47,0,12,90,0
18,50,1,10,438,0
9,28,0,17,341,0
9,22,1,20,45,0
10,39,0,2,425,0
10,111,1,21,64,0
10,64,0,4,225,0
12,26,0,18,12,0
10,80,1,9,28,0
13,78,1,8,499,0
8,68,0,6,301,0
13,6,0,3,23,0
8,118,1,26,245,0
13,74,0,13,65,0
14,31,1,24,19,0
13,28,1,15,474,0
15,76,0,26,492,0
9,52,1,12,37,0
14,84,1,7,40,0
17,97,1,16,62,0
18,56,0,18,334,0
16,60,0,25,413,0
11,74,1,4,392,0
14,39,1,9,49,0
15,45,1,27,295,0
14,22,0,25,141,0
16,78,1,14,166,0
15,29,1,8,143,0
17,24,1,28,418,0
18,5,1,21,66,0
18,5,0,10,283,0
16,45,1,15,477,0
15,57,0,28,399,0
16,9,0,6,36,0
10,116,0,18,109,0
18,7,1,7,264,0
10,51,0,18,87,0
17,78,1,2,353,0
18,76,0,11,312,0
9,75,1,5,183,0
13,37,0,24,52,0
18,94,1,8,306,0
10,59,0,26,487,0
9,45,1,24,296,0
9,111,1,2,100,0
14,98,1,5,61,0
13,103,1,29,279,0
16,52,1,29,479,0
17,90,1,22,101,0
9,98,0,29,140,0
11,85,1,15,223,0
17,116,1,27,474,0
13,15,1,22,111,0
17,80,0,13,26,0
17,56,0,2,439,0
13,96,1,2,471,0
12,79,1,15,445,0
18,11,1,22,157,0
17,87,1,20,143,0
15,57,0,3,249,0
13,48,1,2,40,0
17,89,1,22,113,0
17,74,0,22,463,0
15,70,1,9,148,0
11,12,1,3,382,0
13,106,0,13,310,0
12,48,1,8,446,0
10,112,1,7,486,0
18,100,0,23,25,0
8,9,0,5,391,0
12,49,0,12,59,0
9,67,1,16,423,0
18,14,1,18,258,0
15,86,0,15,388,0
11,81,0,5,41,0
10,54,1,4,21,0
10,107,1,5,117,0
14,43,0,22,408,0
16,37,1,21,175,0
17,34,1,3,366,0
16,103,1,30,413,0
16,96,0,29,207,0
13,7,0,2,285,0
10,64,1,9,416,0
8,108,1,22,298,0
13,120,0,3,493,0
9,99,0,17,306,0
15,29,0,22,264,0
10,11,0,8,210,0
11,76,1,11,288,0
8,95,1,25,437,0
11,74,0,10,94,0
13,34,1,17,305,0
8,50,0,19,63,0
9,26,0,9,47,0
18,33,1,15,488,0
8,30,0,3,404,0
12,97,0,30,396,0
17,98,0,26,461,0
18,7,1,12,82,0
8,77,0,23,363,0
16,12,1,19,463,0
14,38,1,20,379,0
10,44,0,4,322,0
15,97,0,26,23,0
12,101,1,7,40,0
11,14,0,23,392,0
8,91,1,16,453,0
11,71,1,30,308,0
14,9,1,3,440,0
9,85,0,29,79,0
9,57,0,13,115,0
9,56,1,13,149,0
10,104,1,22,176,0
14,93,1,22,45,0
11,13,1,24,102,0
11,116,0,9,456,0
11,120,1,6,323,0
18,75,1,26,16,0
9,105,0,30,407,0
13,10,0,8,490,0
11,26,1,13,479,0
9,111,1,13,49,0
8,91,1,5,31,0
9,89,1,21,464,0
18,44,1,27,359,0
18,28,0,20,353,0
16,33,0,27,471,0
16,34,0,19,238,0
16,74,1,3,39,0
14,9,1,16,60,0
11,59,1,21,234,0
18,22,1,17,221,0
13,84,0,6,155,0
11,32,0,14,427,0
10,109,0,29,413,0
8,30,1,21,81,0
13,48,1,10,277,0
9,97,1,4,435,0
17,49,1,25,419,0
12,36,1,24,19,0
11,23,1,18,470,0
13,102,0,6,223,0
18,11,0,22,396,0
13,101,0,25,398,0
15,34,1,5,15,0
11,93,0,13,287,0
15,6,0,28,348,0
13,109,1,30,207,0
10,118,1,25,73,0
9,33,1,24,469,0
9,88,0,25,328,0
11,119,0,3,392,0
14,50,0,9,310,0
8,23,1,11,143,0
8,17,0,22,429,0
8,20,1,13,204,0
11,20,1,13,276,0
13,96,1,1,409,0
11,62,1,21,157,0
12,37,1,28,25,0
12,79,0,4,117,0
17,11,1,29,372,0
17,55,0,1,278,0
17,10,0,11,410,0
11,110,1,3,353,0
9,119,1,11,172,0
8,42,1,29,406,0
15,99,1,3,115,0
15,53,0,2,195,0
15,67,1,29,291,0
9,73,0,19,98,0
15,66,1,27,466,0
17,12,0,5,85,0
14,53,1,23,390,0
15,13,0,1,467,0
15,76,1,29,135,0
18,91,0,10,41,0
18,85,1,3,181,0
10,101,0,20,159,0
16,15,1,14,296,0
13,119,0,1,150,0
15,28,1,13,438,0
9,87,0,24,287,0
18,60,0,27,272,0
11,42,0,1,35,0
8,118,1,5,480,0
16,9,0,1,441,0
8,100,1,19,72,0
10,90,1,4,429,0
15,11,1,29,145,0
14,106,1,11,454,0
10,80,0,21,373,0
14,118,1,24,182,0
15,15,1,18,396,0
14,71,1,30,261,0
17,89,1,14,165,0
17,31,0,27,282,0
17,52,1,8,496,0
11,24,1,13,261,0
2,450,7,780,9616,1
3,388,15,441,8200,1
5,819,5,550,16527,1
1,952,13,885,6436,1
1,552,11,431,7983,1
3,648,10,354,17775,1
3,707,14,235,8436,1
3,744,14,883,17301,1
5,885,6,190,15712,1
3,480,11,764,12542,1
1,462,4,462,7674,1
1,406,4,143,5330,1
3,312,9,939,9855,1
4,671,8,661,14330,1
1,978,6,911,10261,1
1,661,9,492,15930,1
4,373,8,648,14359,1
23,503,10,773,11466,1
5,484,6,642,14689,1
1,946,14,385,12080,1
23,446,8,395,6792,1
4,521,8,452,6043,1
2,370,12,572,5661,1
3,788,13,262,8852,1
23,689,11,479,14932,1
5,731,11,141,10870,1
1,988,12,267,8413,1
1,842,6,880,8206,1
23,432,4,514,15073,1
23,515,6,605,12344,1
4,380,15,287,10234,1
2,606,11,261,16033,1
23,327,8,354,15259,1
4,404,8,518,7769,1
5,811,11,608,10576,1
5,302,5,349,17176,1
5,576,8,633,16948,1
23,726,12,274,11347,1
23,664,15,896,14939,1
23,983,7,886,18339,1
3,879,11,485,5805,1
1,931,13,239,13256,1
4,914,10,863,6631,1
3,347,4,348,17512,1
23,414,12,575,9230,1
4,740,4,141,19045,1
1,903,8,831,14206,1
5,847,6,345,12972,1
5,838,14,492,14205,1
1,853,10,487,16029,1
4,494,9,857,16024,1
5,550,15,256,6364,1
5,423,5,881,5218,1
5,591,14,629,6393,1
5,345,9,880,5473,1
2,874,12,179,7833,1
1,796,11,437,16682,1
3,306,12,523,18048,1
2,924,14,927,6519,1
3,962,4,606,18814,1
3,372,14,146,6268,1
23,363,8,209,9216,1
1,887,12,800,12513,1
2,601,6,254,9205,1
23,432,10,261,14786,1
4,530,6,932,6319,1
4,700,6,647,16938,1
4,369,13,847,7741,1
5,586,7,541,9997,1
23,404,10,615,6756,1
3,697,10,187,17770,1
3,786,15,815,7636,1
23,342,14,580,9617,1
23,537,9,584,15285,1
3,551,8,740,18469,1
1,757,13,190,12730,1
3,656,9,721,12709,1
3,822,10,651,10283,1
23,665,10,197,19948,1
2,824,5,675,11653,1
3,498,13,561,12053,1
4,740,4,753,18310,1
1,385,9,431,7174,1
3,672,13,188,18720,1
2,736,6,455,9207,1
4,927,8,523,6174,1
2,930,7,534,12491,1
3,538,4,294,15415,1
3,908,15,671,18542,1
3,904,11,527,17324,1
3,582,4,712,7735,1
5,717,9,615,12957,1
5,446,8,379,14345,1
1,379,6,972,16199,1
23,738,15,458,12295,1
3,812,4,503,12836,1
4,941,12,605,9816,1
23,976,15,483,10351,1
23,767,15,985,7949,1
5,841,12,672,18122,1
23,711,15,454,9069,1
1,448,8,538,5100,1
23,607,7,772,16921,1
23,779,6,387,14105,1
23,635,11,419,18336,1
1,415,11,811,7733,1
4,974,15,549,19027,1
3,310,15,221,11203,1
3,444,9,860,19610,1
1,481,8,513,5677,1
2,414,15,758,8588,1
2,431,8,246,6478,1
5,688,6,983,8964,1
2,317,10,535,7473,1
3,613,5,936,14956,1
1,382,5,893,16046,1
1,922,4,816,13932,1
4,336,9,465,19912,1
4,992,10,826,19302,1
5,868,8,800,12911,1
5,879,4,685,16984,1
5,544,11,363,16027,1
3,457,5,427,6457,1
4,744,8,803,5675,1
5,498,15,477,10661,1
1,727,14,645,15019,1
2,913,10,851,7769,1
5,888,6,845,12858,1
1,687,13,120,5001,1
23,590,13,321,18174,1
4,327,5,401,12571,1
5,563,13,635,11377,1
23,954,8,533,9160,1
4,952,11,562,16719,1
3,730,5,634,16663,1
4,406,11,105,13044,1
23,350,11,947,5513,1
5,685,8,999,8780,1
5,702,10,677,10252,1
2,842,5,539,5500,1
2,303,6,661,18793,1
23,932,5,423,10965,1
5,574,15,316,9196,1
2,943,10,792,12026,1
23,551,12,231,7393,1
5,828,14,764,13398,1
5,958,14,992,11330,1
3,955,14,264,6797,1
5,995,8,993,6186,1
4,657,6,462,15370,1
2,397,13,526,13876,1
23,909,12,324,7085,1
2,420,10,113,19960,1
3,850,13,212,14454,1
3,743,11,233,16595,1
4,698,4,394,7701,1
5,865,5,990,14896,1
5,440,4,723,10401,1
3,625,6,560,9159,1
2,389,10,225,18922,1
4,300,15,418,13205,1
5,812,7,111,5720,1
5,882,10,243,16431,1
4,767,4,362,16990,1
2,984,7,303,7865,1
5,446,11,354,15423,1
5,604,14,909,18946,1
2,436,8,334,9745,1
5,370,15,475,10430,1
4,538,4,149,16568,1
4,526,6,108,6110,1
2,855,14,685,5157,1
5,429,15,985,14422,1
5,725,15,859,19907,1
3,896,5,247,16977,1
1,396,7,639,6320,1
4,890,11,515,13081,1
4,423,10,548,10884,1
1,403,12,157,13866,1
4,682,7,604,17959,1
3,455,4,150,5361,1
4,996,6,553,6907,1
5,518,6,931,12975,1
4,817,7,170,19141,1
1,450,10,144,18998,1
2,779,10,223,8557,1
4,831,10,578,10695,1
2,711,7,353,9973,1
1,521,7,537,6950,1
3,345,9,964,12312,1
23,665,5,789,12598,1
2,691,13,860,17899,1
4,617,5,493,19568,1
1,354,9,259,5975,1
1,957,9,104,18897,1
2,929,15,416,14378,1
5,420,4,407,14063,1
3,592,9,350,15112,1
1,915,12,987,9997,1
1,970,12,329,15475,1
4,772,13,987,13265,1
23,439,11,409,16830,1
2,549,8,835,15338,1
4,758,14,339,16361,1
3,423,12,148,6977,1
5,605,5,257,5183,1
3,864,10,321,10575,1
23,343,10,206,6653,1
1,803,7,359,5729,1
1,619,11,560,19692,1
5,394,10,124,6872,1
23,409,7,352,6411,1
23,794,9,491,13441,1
3,462,10,213,9279,1
2,953,13,726,7521,1
5,634,10,786,19499,1
3,929,7,549,16074,1
3,577,13,367,17121,1
5,517,10,620,15880,1
4,886,8,885,10546,1
1,998,13,494,10487,1
2,555,4,226,6311,1
23,674,11,204,19033,1
1,890,11,489,14902,1
5,879,8,213,13282,1
4,948,8,927,17829,1
5,781,13,472,7234,1
2,394,15,712,15913,1
1,911,14,145,12741,1
23,726,9,309,5461,1
1,822,7,645,8050,1
23,917,10,717,11235,1
2,557,12,952,15318,1
2,952,11,601,19158,1
5,758,11,296,9092,1
3,920,6,116,13619,1
1,745,12,517,9349,1
4,871,4,683,17054,1
1,596,7,237,10553,1
1,849,10,422,14077,1
4,749,7,652,12923,1
1,936,8,938,9370,1
1,512,9,496,12602,1
2,572,5,719,10636,1
1,945,14,233,12892,1
2,547,7,441,19980,1
3,834,14,337,11135,1
1,797,7,774,7228,1
3,775,13,548,11032,1
5,941,13,939,10223,1
2,844,13,791,13006,1
3,759,11,627,8933,1
3,508,12,783,10946,1
4,508,5,181,19950,1
3,382,12,770,11447,1
4,681,7,730,15493,1
2,550,9,848,7780,1
3,410,14,991,17492,1
4,929,10,434,10131,1
2,925,15,635,13622,1
3,961,8,872,19767,1
1,811,12,647,17950,1
2,778,10,567,9258,1
5,630,9,768,16442,1
5,723,13,206,5473,1
5,868,10,934,7767,1
5,816,5,458,15997,1
5,641,10,180,14858,1
23,473,12,421,18533,1
4,860,5,618,5120,1
4,599,7,726,12800,1
2,770,12,612,14598,1
4,303,13,303,13322,1
5,869,4,987,6648,1
3,558,5,196,8226,1
4,320,15,815,7034,1
3,332,10,627,14350,1
3,644,7,865,5313,1
1,969,14,256,12558,1
4,595,6,569,14138,1
2,737,14,552,9510,1
3,585,12,265,19191,1
3,846,10,557,6889,1
23,617,15,310,7729,1
3,425,7,919,18087,1
3,926,5,275,14092,1
1,879,9,685,7467,1
5,662,6,798,10033,1
23,856,9,646,10749,1
5,603,6,290,13628,1
1,448,14,741,11386,1
5,825,11,824,10854,1
23,808,15,589,10040,1
4,400,5,102,9540,1
2,577,12,312,19771,1
3,704,9,341,17754,1
5,338,8,247,13224,1
2,986,7,465,19120,1
5,300,14,611,12167,1
1,999,14,480,6024,1
3,652,6,278,16259,1
5,327,10,368,5478,1
5,543,13,555,16232,1
2,392,10,649,14253,1
4,865,6,140,14893,1
2,834,14,703,16218,1
23,535,14,563,14010,1
4,922,6,284,7836,1
2,954,11,850,8108,1
4,676,5,638,7224,1
2,873,15,322,18853,1
2,653,13,524,9578,1
2,927,8,980,7038,1
3,815,13,945,6254,1
23,324,10,653,12838,1
2,821,7,224,6117,1
1,401,10,590,19523,1
5,792,11,900,9514,1
23,679,10,263,6987,1
2,382,13,475,7975,1
5,395,6,397,14918,1
2,740,15,662,18675,1
3,301,15,150,9745,1
4,335,4,147,16666,1
3,543,9,268,15362,1
3,910,7,302,9844,1
5,882,14,608,19489,1
3,522,7,476,17260,1
2,835,14,949,9097,1
3,599,15,352,6224,1
23,909,15,930,19644,1
3,458,14,385,16705,1
2,952,12,173,10952,1
3,478,5,457,16419,1
5,708,4,891,6723,1
1,393,8,883,11935,1
23,354,7,508,19623,1
23,926,12,803,7251,1
3,925,13,946,17914,1
5,672,9,345,15536,1
5,999,12,259,13931,1
2,442,7,754,12177,1
23,963,8,490,18370,1
4,826,9,265,19777,1
2,498,5,834,19990,1
23,729,13,742,16699,1
4,812,12,924,14912,1
1,894,12,729,18205,1
3,647,8,502,11639,1
1,512,15,897,9046,1
2,601,8,609,18708,1
3,970,7,900,11564,1
1,673,4,812,18991,1
2,762,15,547,17020,1
3,892,11,267,13936,1
5,659,5,394,5615,1
2,984,11,837,14601,1
23,608,7,791,19812,1
5,690,7,552,17653,1
2,568,6,657,17065,1
1,773,12,473,13494,1
2,912,7,879,17014,1
23,665,9,530,8999,1
1,983,15,906,14045,1
4,745,11,421,7071,1
23,595,13,213,8095,1
4,965,7,111,8733,1
5,632,7,687,14498,1
4,329,12,726,11618,1
1,840,5,155,7314,1
1,414,9,593,18166,1
3,971,14,803,7000,1
4,543,7,975,17984,1
23,314,13,812,10956,1
5,764,14,583,16345,1
23,808,4,682,15962,1
1,930,12,241,17310,1
2,927,4,897,6921,1
1,824,5,322,18968,1
2,434,11,909,5764,1
2,582,6,897,8887,1
2,733,7,910,13192,1
5,999,11,895,18883,1
23,917,15,254,8651,1
4,493,10,441,7807,1
1,534,15,167,12472,1
4,984,15,599,10611,1
1,711,13,724,17021,1
4,588,6,512,11965,1
23,997,8,867,9064,1
5,991,9,225,13971,1
2,337,6,791,11685,1
1,593,9,988,17814,1
23,339,15,660,13536,1
23,572,9,852,5189,1
4,975,12,460,13023,1
4,975,4,918,9726,1
3,756,11,604,16532,1
5,317,10,548,13090,1
2,810,10,150,17538,1
1,646,8,699,18280,1
4,782,9,125,7552,1
2,722,10,894,5883,1
23,464,15,203,8170,1
5,459,15,123,16647,1
5,314,12,123,10367,1
2,688,8,571,18754,1
3,859,8,794,8204,1
2,430,10,446,15037,1
4,761,7,275,14866,1
4,566,10,648,10422,1
4,371,15,752,5592,1
2,333,7,361,14831,1
2,814,9,837,19814,1
1,765,12,908,13810,1
2,507,8,114,12117,1
2,894,14,951,16749,1
23,603,12,151,14750,1
4,541,10,874,13679,1
2,791,14,122,5685,1
1,891,11,734,17949,1
5,636,6,848,11924,1
2,383,13,773,16584,1
23,524,13,705,5410,1
23,860,15,881,19542,1
4,638,8,378,15478,1
4,659,4,663,18517,1
1,926,9,755,14493,1
3,394,5,660,19234,1
23,663,9,992,18212,1
1,490,4,452,7767,1
23,415,9,807,10372,1
4,524,8,428,17462,1
2,383,9,817,19595,1
2,932,8,539,12260,1
2,366,10,721,13632,1
4,763,9,187,18383,1
23,590,13,542,7967,1
4,369,8,461,17845,1
2,910,15,799,11141,1
1,516,11,809,11151,1
1,588,12,205,16781,1
4,792,8,454,15591,1
4,1000,8,461,16195,1
5,624,8,623,10645,1
1,561,10,437,12111,1
2,559,4,491,14057,1
2,386,8,422,11462,1
2,453,14,469,16035,1
1,607,7,423,7948,1
23,663,6,906,12750,1
1,431,12,426,13023,1
3,987,10,368,17195,1
4,588,8,662,15465,1
3,726,11,862,9362,1
4,954,4,991,12331,1
1,611,11,944,12404,1
1,362,5,309,6277,1
4,692,4,894,13842,1
1,426,10,802,14963,1
1,485,11,579,18067,1
4,816,4,971,16944,1
23,891,7,547,11192,1
5,691,14,527,10003,1
3,622,14,843,14356,1
1,889,12,166,19023,1
4,571,9,172,11702,1
3,679,13,341,13469,1
2,509,15,735,7813,1
5,838,10,338,17731,1
4,372,11,805,11158,1
1,365,5,427,16451,1
3,786,14,134,7940,1
4,623,6,755,6259,1
2,922,10,974,7308,1
23,736,15,190,18772,1
2,692,12,307,8741,1
23,303,9,529,5060,1
1,638,13,598,13038,1
5,504,7,909,15546,1
5,833,11,579,12039,1
5,773,9,819,11919,1
1,842,7,215,17021,1
2,350,13,697,11960,1
4,381,14,294,18514,1
4,512,15,690,16770,1
4,781,5,414,15129,1
2,311,8,690,7432,1
2,763,11,427,5539,1
4,831,5,404,9065,1
5,324,4,735,10856,1
3,863,9,743,13127,1
3,407,11,914,14889,1
2,619,14,555,9493,1
2,377,12,822,13578,1
5,873,9,232,17118,1
5,754,14,253,15774,1
4,780,14,560,12832,1
5,303,4,880,19777,1
4,404,5,228,7624,1
